id,nationalDex,name,stage,generalForm,uniqueForm,paldeaDex,formOrder,generation,type1,type2,genderDifference,homeAvailable,shinyAvailable,hasBaby,icon,homePic,homeShinyPic
124_00,124,Jynx,,,,,00,1,Ice,Psychic,FALSE,TRUE,TRUE,FALSE,124_00.png,124_00.png,124_00_S.png
125_00,125,Electabuzz,,,,,00,1,Electric,,FALSE,TRUE,TRUE,FALSE,125_00.png,125_00.png,125_00_S.png
126_00,126,Magmar,,,,,00,1,Fire,,FALSE,TRUE,TRUE,FALSE,126_00.png,126_00.png,126_00_S.png
127_00,127,Pinsir,,,,,00,1,Bug,,FALSE,TRUE,TRUE,FALSE,127_00.png,127_00.png,127_00_S.png
127_01,127,Pinsir,,Mega,,,01,1,Bug,Flying,FALSE,FALSE,TRUE,FALSE,127_01.png,127_01.png,127_01_S.png
128_00,128,Tauros,,,,,00,1,Normal,,FALSE,TRUE,TRUE,FALSE,128_00.png,128_00.png,128_00_S.png
128_03,128,Tauros,0,Paldean,Aqua Breed,223,03,1,Fighting,Water,FALSE,FALSE,TRUE,FALSE,128_03.png,128_03.png,128_03_S.png
128_02,128,Tauros,0,Paldean,Blaze Breed,223,02,1,Fighting,Fire,FALSE,FALSE,TRUE,FALSE,128_02.png,128_02.png,128_02_S.png
128_01,128,Tauros,0,Paldean,Combat Breed,223,01,1,Fighting,,FALSE,FALSE,TRUE,FALSE,128_01.png,128_01.png,128_01_S.png
129_00,129,Magikarp,0,,,134,00,1,Water,,FALSE,TRUE,TRUE,FALSE,129_00.png,129_00.png,129_00_S.png
129_00_F,129,Magikarp,0,,,134,00,1,Water,,TRUE,TRUE,TRUE,FALSE,129_00.png,129_00_F.png,129_00_F_S.png
130_00,130,Gyarados,1,,,135,00,1,Water,Flying,FALSE,TRUE,TRUE,FALSE,130_00.png,130_00.png,130_00_S.png
130_01,130,Gyarados,,Mega,,,01,1,Water,Dark,FALSE,FALSE,TRUE,FALSE,130_01.png,130_01.png,130_01_S.png
130_00_F,130,Gyarados,1,,,135,00,1,Water,Flying,TRUE,TRUE,TRUE,FALSE,130_00.png,130_00_F.png,130_00_F_S.png
131_00,131,Lapras,,,,,00,1,Water,Ice,FALSE,TRUE,TRUE,FALSE,131_00.png,131_00.png,131_00_S.png
131_01,131,Lapras,,Gigantamax,,,01,1,Water,Ice,FALSE,FALSE,TRUE,FALSE,131_01.png,131_01.png,131_01_S.png
132_00,132,Ditto,0,,,212,00,1,Normal,,FALSE,TRUE,TRUE,FALSE,132_00.png,132_00.png,132_00_S.png
133_00,133,Eevee,0,,,179,00,1,Normal,,FALSE,TRUE,TRUE,FALSE,133_00.png,133_00.png,133_00_S.png
133_01,133,Eevee,,Gigantamax,,,01,1,Normal,,FALSE,FALSE,TRUE,FALSE,133_01.png,133_01.png,133_01_S.png
133_00_F,133,Eevee,0,,,179,00,1,Normal,,TRUE,TRUE,TRUE,FALSE,133_00.png,133_00_F.png,133_00_F_S.png
134_00,134,Vaporeon,1,,,180,00,1,Water,,FALSE,TRUE,TRUE,FALSE,134_00.png,134_00.png,134_00_S.png
135_00,135,Jolteon,1,,,181,00,1,Electric,,FALSE,TRUE,TRUE,FALSE,135_00.png,135_00.png,135_00_S.png
136_00,136,Flareon,1,,,182,00,1,Fire,,FALSE,TRUE,TRUE,FALSE,136_00.png,136_00.png,136_00_S.png
137_00,137,Porygon,,,,,00,1,Normal,,FALSE,TRUE,TRUE,FALSE,137_00.png,137_00.png,137_00_S.png
138_00,138,Omanyte,,,,,00,1,Rock,Water,FALSE,TRUE,TRUE,FALSE,138_00.png,138_00.png,138_00_S.png
139_00,139,Omastar,,,,,00,1,Rock,Water,FALSE,TRUE,TRUE,FALSE,139_00.png,139_00.png,139_00_S.png
140_00,140,Kabuto,,,,,00,1,Rock,Water,FALSE,TRUE,TRUE,FALSE,140_00.png,140_00.png,140_00_S.png
141_00,141,Kabutops,,,,,00,1,Rock,Water,FALSE,TRUE,TRUE,FALSE,141_00.png,141_00.png,141_00_S.png
142_00,142,Aerodactyl,,,,,00,1,Rock,Flying,FALSE,TRUE,TRUE,FALSE,142_00.png,142_00.png,142_00_S.png
142_01,142,Aerodactyl,,Mega,,,01,1,Rock,Flying,FALSE,FALSE,TRUE,FALSE,142_01.png,142_01.png,142_01_S.png
143_00,143,Snorlax,,,,,00,1,Normal,,FALSE,TRUE,TRUE,FALSE,143_00.png,143_00.png,143_00_S.png
143_01,143,Snorlax,,Gigantamax,,,01,1,Normal,,FALSE,FALSE,TRUE,FALSE,143_01.png,143_01.png,143_01_S.png
144_00,144,Articuno,,,,,00,1,Ice,Flying,FALSE,TRUE,TRUE,FALSE,144_00.png,144_00.png,144_00_S.png
144_01,144,Articuno,,Galarian,,,01,1,Psychic,Flying,FALSE,TRUE,TRUE,FALSE,144_01.png,144_01.png,144_01_S.png
145_00,145,Zapdos,,,,,00,1,Electric,Flying,FALSE,TRUE,TRUE,FALSE,145_00.png,145_00.png,145_00_S.png
145_01,145,Zapdos,,Galarian,,,01,1,Fighting,Flying,FALSE,TRUE,TRUE,FALSE,145_01.png,145_01.png,145_01_S.png
146_00,146,Moltres,,,,,00,1,Fire,Flying,FALSE,TRUE,TRUE,FALSE,146_00.png,146_00.png,146_00_S.png
146_01,146,Moltres,,Galarian,,,01,1,Dark,Flying,FALSE,TRUE,TRUE,FALSE,146_01.png,146_01.png,146_01_S.png
147_00,147,Dratini,0,,,347,00,1,Dragon,,FALSE,TRUE,TRUE,FALSE,147_00.png,147_00.png,147_00_S.png
148_00,148,Dragonair,1,,,348,00,1,Dragon,,FALSE,TRUE,TRUE,FALSE,148_00.png,148_00.png,148_00_S.png
149_00,149,Dragonite,2,,,349,00,1,Dragon,Flying,FALSE,TRUE,TRUE,FALSE,149_00.png,149_00.png,149_00_S.png
150_00,150,Mewtwo,,,,,00,1,Psychic,,FALSE,TRUE,TRUE,FALSE,150_00.png,150_00.png,150_00_S.png
150_01,150,Mewtwo,,Mega,X,,01,1,Psychic,Fighting,FALSE,FALSE,TRUE,FALSE,150_01.png,150_01.png,150_01_S.png
150_02,150,Mewtwo,,Mega,Y,,02,1,Psychic,,FALSE,FALSE,TRUE,FALSE,150_02.png,150_02.png,150_02_S.png
151_00,151,Mew,,,,,00,1,Psychic,,FALSE,TRUE,TRUE,FALSE,151_00.png,151_00.png,151_00_S.png
152_00,152,Chikorita,,,,,00,2,Grass,,FALSE,TRUE,TRUE,FALSE,152_00.png,152_00.png,152_00_S.png
153_00,153,Bayleef,,,,,00,2,Grass,,FALSE,TRUE,TRUE,FALSE,153_00.png,153_00.png,153_00_S.png
154_00,154,Meganium,,,,,00,2,Grass,,FALSE,TRUE,TRUE,FALSE,154_00.png,154_00.png,154_00_S.png
154_00_F,154,Meganium,,,,,00,2,Grass,,TRUE,TRUE,TRUE,FALSE,154_00.png,154_00_F.png,154_00_F_S.png
155_00,155,Cyndaquil,,,,,00,2,Fire,,FALSE,TRUE,TRUE,FALSE,155_00.png,155_00.png,155_00_S.png
156_00,156,Quilava,,,,,00,2,Fire,,FALSE,TRUE,TRUE,FALSE,156_00.png,156_00.png,156_00_S.png
157_00,157,Typhlosion,,,,,00,2,Fire,,FALSE,TRUE,TRUE,FALSE,157_00.png,157_00.png,157_00_S.png
157_01,157,Typhlosion,,Hisuian,,,01,2,Fire,Ghost,FALSE,TRUE,TRUE,FALSE,157_01.png,157_01.png,157_01_S.png
158_00,158,Totodile,,,,,00,2,Water,,FALSE,TRUE,TRUE,FALSE,158_00.png,158_00.png,158_00_S.png
159_00,159,Croconaw,,,,,00,2,Water,,FALSE,TRUE,TRUE,FALSE,159_00.png,159_00.png,159_00_S.png
160_00,160,Feraligatr,,,,,00,2,Water,,FALSE,TRUE,TRUE,FALSE,160_00.png,160_00.png,160_00_S.png
161_00,161,Sentret,,,,,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,161_00.png,161_00.png,161_00_S.png
162_00,162,Furret,,,,,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,162_00.png,162_00.png,162_00_S.png
163_00,163,Hoothoot,,,,,00,2,Normal,Flying,FALSE,TRUE,TRUE,FALSE,163_00.png,163_00.png,163_00_S.png
164_00,164,Noctowl,,,,,00,2,Normal,Flying,FALSE,TRUE,TRUE,FALSE,164_00.png,164_00.png,164_00_S.png
165_00,165,Ledyba,,,,,00,2,Bug,Flying,FALSE,TRUE,TRUE,FALSE,165_00.png,165_00.png,165_00_S.png
165_00_F,165,Ledyba,,,,,00,2,Bug,Flying,TRUE,TRUE,TRUE,FALSE,165_00.png,165_00_F.png,165_00_F_S.png
166_00,166,Ledian,,,,,00,2,Bug,Flying,FALSE,TRUE,TRUE,FALSE,166_00.png,166_00.png,166_00_S.png
166_00_F,166,Ledian,,,,,00,2,Bug,Flying,TRUE,TRUE,TRUE,FALSE,166_00.png,166_00_F.png,166_00_F_S.png
167_00,167,Spinarak,,,,,00,2,Bug,Poison,FALSE,TRUE,TRUE,FALSE,167_00.png,167_00.png,167_00_S.png
168_00,168,Ariados,,,,,00,2,Bug,Poison,FALSE,TRUE,TRUE,FALSE,168_00.png,168_00.png,168_00_S.png
169_00,169,Crobat,,,,,00,2,Poison,Flying,FALSE,TRUE,TRUE,FALSE,169_00.png,169_00.png,169_00_S.png
170_00,170,Chinchou,,,,,00,2,Water,Electric,FALSE,TRUE,TRUE,FALSE,170_00.png,170_00.png,170_00_S.png
171_00,171,Lanturn,,,,,00,2,Water,Electric,FALSE,TRUE,TRUE,FALSE,171_00.png,171_00.png,171_00_S.png
172_00,172,Pichu,-1,,,073,00,2,Electric,,FALSE,TRUE,TRUE,FALSE,172_00.png,172_00.png,172_00_S.png
173_00,173,Cleffa,,,,,00,2,Fairy,,FALSE,TRUE,TRUE,FALSE,173_00.png,173_00.png,173_00_S.png
174_00,174,Igglybuff,-1,,,059,00,2,Normal,Fairy,FALSE,TRUE,TRUE,FALSE,174_00.png,174_00.png,174_00_S.png
175_00,175,Togepi,,,,,00,2,Fairy,,FALSE,TRUE,TRUE,FALSE,175_00.png,175_00.png,175_00_S.png
176_00,176,Togetic,,,,,00,2,Fairy,Flying,FALSE,TRUE,TRUE,FALSE,176_00.png,176_00.png,176_00_S.png
177_00,177,Natu,,,,,00,2,Psychic,Flying,FALSE,TRUE,TRUE,FALSE,177_00.png,177_00.png,177_00_S.png
178_00,178,Xatu,,,,,00,2,Psychic,Flying,FALSE,TRUE,TRUE,FALSE,178_00.png,178_00.png,178_00_S.png
178_00_F,178,Xatu,,,,,00,2,Psychic,Flying,TRUE,TRUE,TRUE,FALSE,178_00.png,178_00_F.png,178_00_F_S.png
179_00,179,Mareep,0,,,101,00,2,Electric,,FALSE,TRUE,TRUE,FALSE,179_00.png,179_00.png,179_00_S.png
180_00,180,Flaaffy,1,,,102,00,2,Electric,,FALSE,TRUE,TRUE,FALSE,180_00.png,180_00.png,180_00_S.png
181_00,181,Ampharos,2,,,103,00,2,Electric,,FALSE,TRUE,TRUE,FALSE,181_00.png,181_00.png,181_00_S.png
181_01,181,Ampharos,,Mega,,,01,2,Electric,Dragon,FALSE,FALSE,TRUE,FALSE,181_01.png,181_01.png,181_01_S.png
182_00,182,Bellossom,,,,,00,2,Grass,,FALSE,TRUE,TRUE,FALSE,182_00.png,182_00.png,182_00_S.png
183_00,183,Marill,0,,,047,00,2,Water,Fairy,FALSE,TRUE,TRUE,TRUE,183_00.png,183_00.png,183_00_S.png
184_00,184,Azumarill,1,,,048,00,2,Water,Fairy,FALSE,TRUE,TRUE,TRUE,184_00.png,184_00.png,184_00_S.png
185_00,185,Sudowoodo,0,,,088,00,2,Rock,,FALSE,TRUE,TRUE,TRUE,185_00.png,185_00.png,185_00_S.png
185_00_F,185,Sudowoodo,0,,,088,00,2,Rock,,TRUE,TRUE,TRUE,TRUE,185_00.png,185_00_F.png,185_00_F_S.png
186_00,186,Politoed,,,,,00,2,Water,,FALSE,TRUE,TRUE,FALSE,186_00.png,186_00.png,186_00_S.png
186_00_F,186,Politoed,,,,,00,2,Water,,TRUE,TRUE,TRUE,FALSE,186_00.png,186_00_F.png,186_00_F_S.png
187_00,187,Hoppip,0,,,016,00,2,Grass,Flying,FALSE,TRUE,TRUE,FALSE,187_00.png,187_00.png,187_00_S.png
188_00,188,Skiploom,1,,,017,00,2,Grass,Flying,FALSE,TRUE,TRUE,FALSE,188_00.png,188_00.png,188_00_S.png
189_00,189,Jumpluff,2,,,018,00,2,Grass,Flying,FALSE,TRUE,TRUE,FALSE,189_00.png,189_00.png,189_00_S.png
190_00,190,Aipom,,,,,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,190_00.png,190_00.png,190_00_S.png
190_00_F,190,Aipom,,,,,00,2,Normal,,TRUE,TRUE,TRUE,FALSE,190_00.png,190_00_F.png,190_00_F_S.png
191_00,191,Sunkern,0,,,031,00,2,Grass,,FALSE,TRUE,TRUE,FALSE,191_00.png,191_00.png,191_00_S.png
192_00,192,Sunflora,1,,,032,00,2,Grass,,FALSE,TRUE,TRUE,FALSE,192_00.png,192_00.png,192_00_S.png
193_00,193,Yanma,,,,,00,2,Bug,Flying,FALSE,TRUE,TRUE,FALSE,193_00.png,193_00.png,193_00_S.png
194_00,194,Wooper,0,,,053,00,2,Water,Ground,FALSE,TRUE,TRUE,FALSE,194_00.png,194_00.png,194_00_S.png
194_01,194,Wooper,0,Paldean,,053,01,2,Poison,Ground,FALSE,FALSE,TRUE,FALSE,194_01.png,194_01.png,194_01_S.png
194_00_F,194,Wooper,0,,,053,00,2,Water,Ground,TRUE,TRUE,TRUE,FALSE,194_00.png,194_00_F.png,194_00_F_S.png
195_00,195,Quagsire,1,,,501,00,2,Water,Ground,FALSE,TRUE,TRUE,FALSE,195_00.png,195_00.png,195_00_S.png
195_00_F,195,Quagsire,1,,,501,00,2,Water,Ground,TRUE,TRUE,TRUE,FALSE,195_00.png,195_00_F.png,195_00_F_S.png
196_00,196,Espeon,1,,,183,00,2,Psychic,,FALSE,TRUE,TRUE,FALSE,196_00.png,196_00.png,196_00_S.png
197_00,197,Umbreon,1,,,184,00,2,Dark,,FALSE,TRUE,TRUE,FALSE,197_00.png,197_00.png,197_00_S.png
198_00,198,Murkrow,0,,,232,00,2,Dark,Flying,FALSE,TRUE,TRUE,FALSE,198_00.png,198_00.png,198_00_S.png
198_00_F,198,Murkrow,0,,,232,00,2,Dark,Flying,TRUE,TRUE,TRUE,FALSE,198_00.png,198_00_F.png,198_00_F_S.png
199_00,199,Slowking,1,,,326,00,2,Water,Psychic,FALSE,TRUE,TRUE,FALSE,199_00.png,199_00.png,199_00_S.png
199_01,199,Slowking,,Galarian,,,01,2,Poison,Psychic,FALSE,TRUE,TRUE,FALSE,199_01.png,199_01.png,199_01_S.png
200_00,200,Misdreavus,0,,,114,00,2,Ghost,,FALSE,TRUE,TRUE,FALSE,200_00.png,200_00.png,200_00_S.png
201_00,201,Unown,,,A,,00,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_00.png,201_00.png,201_00_S.png
201_01,201,Unown,,,B,,01,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_01.png,201_01.png,201_01_S.png
201_02,201,Unown,,,C,,02,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_02.png,201_02.png,201_02_S.png
201_03,201,Unown,,,D,,03,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_03.png,201_03.png,201_03_S.png
201_04,201,Unown,,,E,,04,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_04.png,201_04.png,201_04_S.png
201_05,201,Unown,,,F,,05,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_05.png,201_05.png,201_05_S.png
201_06,201,Unown,,,G,,06,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_06.png,201_06.png,201_06_S.png
201_07,201,Unown,,,H,,07,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_07.png,201_07.png,201_07_S.png
201_27,201,Unown,,,?,,27,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_27.png,201_27.png,201_27_S.png
201_08,201,Unown,,,I,,08,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_08.png,201_08.png,201_08_S.png
201_18,201,Unown,,,S,,18,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_18.png,201_18.png,201_18_S.png
201_26,201,Unown,,,!,,26,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_26.png,201_26.png,201_26_S.png
201_25,201,Unown,,,Z,,25,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_25.png,201_25.png,201_25_S.png
201_22,201,Unown,,,W,,22,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_22.png,201_22.png,201_22_S.png
201_21,201,Unown,,,V,,21,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_21.png,201_21.png,201_21_S.png
201_20,201,Unown,,,U,,20,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_20.png,201_20.png,201_20_S.png
201_24,201,Unown,,,Y,,24,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_24.png,201_24.png,201_24_S.png
201_23,201,Unown,,,X,,23,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_23.png,201_23.png,201_23_S.png
201_09,201,Unown,,,J,,09,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_09.png,201_09.png,201_09_S.png
201_19,201,Unown,,,T,,19,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_19.png,201_19.png,201_19_S.png
201_14,201,Unown,,,O,,14,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_14.png,201_14.png,201_14_S.png
201_17,201,Unown,,,R,,17,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_17.png,201_17.png,201_17_S.png
201_15,201,Unown,,,P,,15,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_15.png,201_15.png,201_15_S.png
201_16,201,Unown,,,Q,,16,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_16.png,201_16.png,201_16_S.png
201_13,201,Unown,,,N,,13,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_13.png,201_13.png,201_13_S.png
201_12,201,Unown,,,M,,12,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_12.png,201_12.png,201_12_S.png
201_11,201,Unown,,,L,,11,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_11.png,201_11.png,201_11_S.png
201_10,201,Unown,,,K,,10,2,Psychic,,FALSE,TRUE,TRUE,FALSE,201_10.png,201_10.png,201_10_S.png
202_00,202,Wobbuffet,,,,,00,2,Psychic,,FALSE,TRUE,TRUE,FALSE,202_00.png,202_00.png,202_00_S.png
202_00_F,202,Wobbuffet,,,,,00,2,Psychic,,TRUE,TRUE,TRUE,FALSE,202_00.png,202_00_F.png,202_00_F_S.png
203_00,203,Girafarig,0,,,192,00,2,Normal,Psychic,FALSE,TRUE,TRUE,FALSE,203_00.png,203_00.png,203_00_S.png
203_00_F,203,Girafarig,0,,,192,00,2,Normal,Psychic,TRUE,TRUE,TRUE,FALSE,203_00.png,203_00_F.png,203_00_F_S.png
204_00,204,Pineco,0,,,258,00,2,Bug,,FALSE,TRUE,TRUE,FALSE,204_00.png,204_00.png,204_00_S.png
205_00,205,Forretress,1,,,259,00,2,Bug,Steel,FALSE,TRUE,TRUE,FALSE,205_00.png,205_00.png,205_00_S.png
206_00,206,Dunsparce,0,,,188,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,206_00.png,206_00.png,206_00_S.png
207_00,207,Gligar,,,,,00,2,Ground,Flying,FALSE,TRUE,TRUE,FALSE,207_00.png,207_00.png,207_00_S.png
207_00_F,207,Gligar,,,,,00,2,Ground,Flying,TRUE,TRUE,TRUE,FALSE,207_00.png,207_00_F.png,207_00_F_S.png
208_00,208,Steelix,,,,,00,2,Steel,Ground,FALSE,TRUE,TRUE,FALSE,208_00.png,208_00.png,208_00_S.png
208_01,208,Steelix,,Mega,,,01,2,Steel,Ground,FALSE,FALSE,TRUE,FALSE,208_01.png,208_01.png,208_01_S.png
208_00_F,208,Steelix,,,,,00,2,Steel,Ground,TRUE,TRUE,TRUE,FALSE,208_00.png,208_00_F.png,208_00_F_S.png
209_00,209,Snubbull,,,,,00,2,Fairy,,FALSE,TRUE,TRUE,FALSE,209_00.png,209_00.png,209_00_S.png
210_00,210,Granbull,,,,,00,2,Fairy,,FALSE,TRUE,TRUE,FALSE,210_00.png,210_00.png,210_00_S.png
211_00,211,Qwilfish,0,,,331,00,2,Water,Poison,FALSE,TRUE,TRUE,FALSE,211_00.png,211_00.png,211_00_S.png
211_01,211,Qwilfish,,Hisuian,,,01,2,Dark,Poison,FALSE,TRUE,TRUE,FALSE,211_01.png,211_01.png,211_01_S.png
212_00,212,Scizor,1,,,261,00,2,Bug,Steel,FALSE,TRUE,TRUE,FALSE,212_00.png,212_00.png,212_00_S.png
212_01,212,Scizor,,Mega,,,01,2,Bug,Steel,FALSE,FALSE,TRUE,FALSE,212_01.png,212_01.png,212_01_S.png
212_00_F,212,Scizor,1,,,261,00,2,Bug,Steel,TRUE,TRUE,TRUE,FALSE,212_00.png,212_00_F.png,212_00_F_S.png
213_00,213,Shuckle,,,,,00,2,Bug,Rock,FALSE,TRUE,TRUE,FALSE,213_00.png,213_00.png,213_00_S.png
214_00,214,Heracross,0,,,262,00,2,Bug,Fighting,FALSE,TRUE,TRUE,FALSE,214_00.png,214_00.png,214_00_S.png
214_01,214,Heracross,,Mega,,,01,2,Bug,Fighting,FALSE,FALSE,TRUE,FALSE,214_01.png,214_01.png,214_01_S.png
214_00_F,214,Heracross,0,,,262,00,2,Bug,Fighting,TRUE,TRUE,TRUE,FALSE,214_00.png,214_00_F.png,214_00_F_S.png
215_00,215,Sneasel,1,,,230,00,2,Dark,Ice,FALSE,TRUE,TRUE,FALSE,215_00.png,215_00.png,215_00_S.png
215_01,215,Sneasel,,Hisuian,,,01,2,Fighting,Poison,FALSE,TRUE,TRUE,FALSE,215_01.png,215_01.png,215_01_S.png
215_00_F,215,Sneasel,1,,,230,00,2,Dark,Ice,TRUE,TRUE,TRUE,FALSE,215_00.png,215_00_F.png,215_00_F_S.png
215_01_F,215,Sneasel,,Hisuian,,,01,2,Fighting,Poison,TRUE,TRUE,TRUE,FALSE,215_01.png,215_01_F.png,215_01_F_S.png
216_00,216,Teddiursa,0,,,215,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,216_00.png,216_00.png,216_00_S.png
217_00,217,Ursaring,1,,,216,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,217_00.png,217_00.png,217_00_S.png
217_00_F,217,Ursaring,1,,,216,00,2,Normal,,TRUE,TRUE,TRUE,FALSE,217_00.png,217_00_F.png,217_00_F_S.png
218_00,218,Slugma,,,,,00,2,Fire,,FALSE,TRUE,TRUE,FALSE,218_00.png,218_00.png,218_00_S.png
219_00,219,Magcargo,,,,,00,2,Fire,Rock,FALSE,TRUE,TRUE,FALSE,219_00.png,219_00.png,219_00_S.png
220_00,220,Swinub,,,,,00,2,Ice,Ground,FALSE,TRUE,TRUE,FALSE,220_00.png,220_00.png,220_00_S.png
221_00,221,Piloswine,,,,,00,2,Ice,Ground,FALSE,TRUE,TRUE,FALSE,221_00.png,221_00.png,221_00_S.png
221_00_F,221,Piloswine,,,,,00,2,Ice,Ground,TRUE,TRUE,TRUE,FALSE,221_00.png,221_00_F.png,221_00_F_S.png
222_00,222,Corsola,,,,,00,2,Water,Rock,FALSE,TRUE,TRUE,FALSE,222_00.png,222_00.png,222_00_S.png
222_01,222,Corsola,,Galarian,,,01,2,Ghost,,FALSE,TRUE,TRUE,FALSE,222_01.png,222_01.png,222_01_S.png
223_00,223,Remoraid,,,,,00,2,Water,,FALSE,TRUE,TRUE,FALSE,223_00.png,223_00.png,223_00_S.png
224_00,224,Octillery,,,,,00,2,Water,,FALSE,TRUE,TRUE,FALSE,224_00.png,224_00.png,224_00_S.png
224_00_F,224,Octillery,,,,,00,2,Water,,TRUE,TRUE,TRUE,FALSE,224_00.png,224_00_F.png,224_00_F_S.png
225_00,225,Delibird,0,,,354,00,2,Ice,Flying,FALSE,TRUE,TRUE,FALSE,225_00.png,225_00.png,225_00_S.png
226_00,226,Mantine,,,,,00,2,Water,Flying,FALSE,TRUE,TRUE,FALSE,226_00.png,226_00.png,226_00_S.png
227_00,227,Skarmory,,,,,00,2,Steel,Flying,FALSE,TRUE,TRUE,FALSE,227_00.png,227_00.png,227_00_S.png
228_00,228,Houndour,0,,,025,00,2,Dark,Fire,FALSE,TRUE,TRUE,FALSE,228_00.png,228_00.png,228_00_S.png
229_00,229,Houndoom,1,,,026,00,2,Dark,Fire,FALSE,TRUE,TRUE,FALSE,229_00.png,229_00.png,229_00_S.png
229_01,229,Houndoom,,Mega,,,01,2,Dark,Fire,FALSE,FALSE,TRUE,FALSE,229_01.png,229_01.png,229_01_S.png
229_00_F,229,Houndoom,1,,,026,00,2,Dark,Fire,TRUE,TRUE,TRUE,FALSE,229_00.png,229_00_F.png,229_00_F_S.png
230_00,230,Kingdra,,,,,00,2,Water,Dragon,FALSE,TRUE,TRUE,FALSE,230_00.png,230_00.png,230_00_S.png
231_00,231,Phanpy,0,,,122,00,2,Ground,,FALSE,TRUE,TRUE,FALSE,231_00.png,231_00.png,231_00_S.png
232_00,232,Donphan,1,,,123,00,2,Ground,,FALSE,TRUE,TRUE,FALSE,232_00.png,232_00.png,232_00_S.png
232_00_F,232,Donphan,1,,,123,00,2,Ground,,TRUE,TRUE,TRUE,FALSE,232_00.png,232_00_F.png,232_00_F_S.png
233_00,233,Porygon2,,,,,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,233_00.png,233_00.png,233_00_S.png
234_00,234,Stantler,0,,,204,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,234_00.png,234_00.png,234_00_S.png
235_00,235,Smeargle,,,,,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,235_00.png,235_00.png,235_00_S.png
236_00,236,Tyrogue,,,,,00,2,Fighting,,FALSE,TRUE,TRUE,FALSE,236_00.png,236_00.png,236_00_S.png
237_00,237,Hitmontop,,,,,00,2,Fighting,,FALSE,TRUE,TRUE,FALSE,237_00.png,237_00.png,237_00_S.png
238_00,238,Smoochum,,,,,00,2,Ice,Psychic,FALSE,TRUE,TRUE,FALSE,238_00.png,238_00.png,238_00_S.png
239_00,239,Elekid,,,,,00,2,Electric,,FALSE,TRUE,TRUE,FALSE,239_00.png,239_00.png,239_00_S.png
240_00,240,Magby,,,,,00,2,Fire,,FALSE,TRUE,TRUE,FALSE,240_00.png,240_00.png,240_00_S.png
241_00,241,Miltank,,,,,00,2,Normal,,FALSE,TRUE,TRUE,FALSE,241_00.png,241_00.png,241_00_S.png
242_00,242,Blissey,1,,,045,00,2,Normal,,FALSE,TRUE,TRUE,TRUE,242_00.png,242_00.png,242_00_S.png
243_00,243,Raikou,,,,,00,2,Electric,,FALSE,TRUE,TRUE,FALSE,243_00.png,243_00.png,243_00_S.png
244_00,244,Entei,,,,,00,2,Fire,,FALSE,TRUE,TRUE,FALSE,244_00.png,244_00.png,244_00_S.png
245_00,245,Suicune,,,,,00,2,Water,,FALSE,TRUE,TRUE,FALSE,245_00.png,245_00.png,245_00_S.png
246_00,246,Larvitar,0,,,316,00,2,Rock,Ground,FALSE,TRUE,TRUE,FALSE,246_00.png,246_00.png,246_00_S.png
247_00,247,Pupitar,1,,,317,00,2,Rock,Ground,FALSE,TRUE,TRUE,FALSE,247_00.png,247_00.png,247_00_S.png
248_00,248,Tyranitar,2,,,318,00,2,Rock,Dark,FALSE,TRUE,TRUE,FALSE,248_00.png,248_00.png,248_00_S.png
